customer_tweet_id,customer_id,customer_created_at,customer_text,conversation_root,historical_replies,num_historical_replies,text_length,candidate_intent,intent,should_escalate,escalation_reason,label_source
481480,229448,Fri Dec 01 13:34:40 +0000 2017,"@115821 Not received my product. But status is showing delivered. Please check where is the product or refund my amount. Order date
23-Nov-2017
Order #
404-5816421-3911539
Order total
   3,251.60 (1 item)",481480,"[""@229448 I'm sorry for the error in our tracking update. Please get in touch with us via https://t.co/TxK11znixD and we'll sort it out for you. Please don't provide your details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AM""]",1,186,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
995494,355808,Sun Oct 22 16:30:40 +0000 2017,@AmazonHelp hope this time it helps ..my order was not delivered and intimation was also not received i came to know it 2 mths later..terrible experienc,995494,"[""@355808 If the details were shared, we'll work on it, will communicate with you very soon. Appreciate your understanding. ^MP""]",1,137,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
2216537,647618,Fri Nov 10 06:23:49 +0000 2017,"@AmazonHelp i have already pasted the whole chat. product is marked delivered and its not delivered to me , i was i a urgent need now amazon customer care asking adhar card and investigation.my money , time wasted",2216537,['@647618 Please provide your details through the link given earlier. We would like to look into it and assist further. ^GU'],1,196,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
1109517,381836,Tue Oct 24 01:11:37 +0000 2017,"@115821 + @2150 *never* arrives on time, even when marked delivered--4 for 4 fails. Canceling Prime, looking to legal remedies. #fraud",1109517,"[""@381836 I'm sorry for the repeat delivery issues! Has the carrier provided a reason for these mishaps? They'll able to investigate. ^AM""]",1,110,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
656041,276067,Wed Nov 22 22:40:33 +0000 2017,"let me have a true millennial moment here and complain that the package i paid extra to have overnighted from @115821 is still not here and doesn't even say out for delivery despite ""being on the way, delivery by 8pm""",656041,"[""@276067 I'm sorry for the long wait you're experiencing; it's the hardest part! What is the current order status showing when you review your order details: https://t.co/Y5jpI9gRhE? ^WM""]",1,206,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
2440745,664138,Tue Nov 14 22:06:55 +0000 2017,"12 items 12 orders this month have not arrived on time and some haven't arrived at all. Their customer service isn't helping at all. This is only getting worse, and it's now giving me severe anxiety. Having to call up every day is exhausting! :( @115830",2440745,"[""@664138 I'm so sorry about the delayed packages and the poor customer experience! We are happy to assist you with this. Have you noticed this happening with a certain courier? ^GP""]",1,237,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
1010416,359091,Sat Oct 14 14:12:09 +0000 2017,@AmazonHelp I requested a refund on a prime order that has not arrived a week later. Does this mean the package goes back to you?,1010416,['@359091 Have you asked that the whole order be returned to us? ^BM'],1,115,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
701359,287425,Thu Nov 23 17:19:25 +0000 2017,I really try not to complain on here but @AmazonHelp really has the worst customer service 😩 two missing parcels and no one can help 😩😩🙈,701359,"[""@287425 I'm sorry your orders are missing. When you reached out to us, what information/options were provided to you? ^VS""]",1,118,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
2436381,343892,Sun Oct 29 15:06:22 +0000 2017,@115830 my order was supposed to be delivered yesterday as it was supposed to be same day delivery but it's still not arrived a day later.,2436381,"[""@343892 We'd like to help you locate your order, Rach! What does the current tracking status say here? https://t.co/aaDyEz1VgE ^FD""]",1,129,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
2872457,797528,Tue Nov 28 04:22:32 +0000 2017,"@AmazonHelp I was provided with redelivery of the package in my last order and after 3 reattempts and 4 days later I finally received my package. But In my most recent order, I never received the items that  said they were delivered. I have since reached out to CS where I received a refund.",2872457,"[""@797528 Thanks for keeping us updated. I'm glad to hear we found a resolution for you! Please let us know if you have any other questions. ^SG""]",1,274,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
2384167,687219,Fri Oct 20 08:27:05 +0000 2017,@AmazonHelp After order i can see both order placed successfully in application.  But have not received Sms,2384167,"[""@687219 We've responded to your DM, please check. ^KA""]",1,93,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
1565030,483181,Sat Nov 04 15:05:56 +0000 2017,@AmazonHelp Would like some action taken against this as this is outright lies &amp; I have obviously not received my package. Not satisfactory,1565030,['@483181 What does the latest tracking update state here: https://t.co/aaDyEz1VgE? ^AB'],1,124,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
2793015,779459,Tue Nov 21 21:05:07 +0000 2017,@AmazonHelp Like always it shows delivered but they never delivered it. My account says delivered. One day late. Every time I order something there is a delivery problem.,2793015,"[""@779459 I'm very sorry you haven't received your package! We'd like to help! Here are some helpful tips for locating your package: https://t.co/C09MiOKuTL ^HM""]",1,154,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
315508,191325,Sat Oct 07 07:14:54 +0000 2017,I received a delivered message but where is the package? I have not received it @115850 @11__credit_card__,315508,"[""@191325 That's strange! Kindly get in touch with us here: https://t.co/4lBU9LYvGD and we’ll be glad to help you. ^AG""]",1,78,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
348532,198966,Sun Oct 08 05:36:30 +0000 2017,@115850 U R updating false things on tracking sys. I haven't received prdt bt sys says delivered &amp; signed by me. @118702 @4030,348532,"[""@198966 Sorry about that. We'd like to help. Kindly report this to our support team here: https://t.co/rS49hgaADF ^AK""]",1,100,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
659324,276997,Wed Nov 22 23:40:59 +0000 2017,First time I’ve ever had to contact amazon customer care via chat over an item that’s marked delivered and hasn’t been delivered and they’re hopeless. Wait for it to be delivered is their answer. It’s already marked as delivered. Hopeless!. @AmazonHelp,659324,"[""@276997 I'm sorry you haven't received your order! Have you tried all of these steps to locate your package: https://t.co/M5e5iKpWo4? ^ME""]",1,235,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
2969509,784854,Thu Nov 30 00:44:02 +0000 2017,"@AmazonHelp ah okay then, just in case, I followed all of the guidelines, and in the event that my package was never delivered within 24-48 hours, and that the courier said they delivered the package to my address and I never received it, what happens then?",2969509,"['@784854 In the event this happens, please reach us here: https://t.co/Q7Ftz6nj80, so we can look into additional options. ^CC']",1,239,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
49126,126974,Wed Nov 01 17:17:05 +0000 2017,"@AmazonHelp 2/2 carrier who delivered my previous item which i never received, to a random address. Will be disappointed if this happens again tomorrow",49126,"[""@126974 I'm sorry your order was delivered to the wrong address! We'd like to make sure you get the new order so keep us posted! ^DD""]",1,137,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
438014,219057,Tue Oct 10 17:42:37 +0000 2017,@115821 I have e-mailed twice about an order that was delivered with the wrong items and have not received a responce.,438014,"[""@219057 I'm sorry you haven't received a reply! Please contact us via chat or phone for real-time help: https://t.co/hApLpMlfHN ^WT""]",1,109,DELIVERED_NOT_RECEIVED,DELIVERED_NOT_RECEIVED,,,ai_annotated_rule_based
1220869,406465,Wed Oct 25 14:51:30 +0000 2017,"Oh, guess what finally showed up after being ""out for delivery"" on Friday, and was lost and unable to be tracked. Thanks, Amazon. https://t.co/7xhUqz9KEU",1220869,"[""@406465 I'm sorry about the delivery experience. Please reach out here so we can address this: https://t.co/hApLpMlfHN^MO""]",1,122,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
379936,161882,Mon Oct 09 08:43:46 +0000 2017,@AmazonHelp My estimated delivery is b4 12th of this month,379936,"['@161882 If the product is out for delivery, it shall be delivered by the end of the day. Kindly wait. ^HK']",1,46,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
2881952,799641,Tue Nov 28 09:26:10 +0000 2017,"Fucking hell @115830 , leaving a parcel outside a closed business that's on a public street has not ""been handed to resident"" as my tracking advised. It's lucky it was still there 12 hours later 😡",2881952,['@799641 Very sorry to hear about this. Can I ask who the carrier was? You can check the carrier info on your order here:  https://t.co/aaDyEz1VgE ^MI'],1,181,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
1526900,474145,Fri Nov 03 22:42:50 +0000 2017,@AmazonHelp It said it was being delivered today; 3/11/18 - Tracking still says today but it's 10:30pm so doubt it.,1526900,"[""@474145 Oh no! When you have a moment, let's take a closer look into this via phone or chat here: https://t.co/JzP7hlA23B ^ML""]",1,99,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
1559917,475635,Sat Nov 04 13:27:33 +0000 2017,My @116090 tracking as of today... Package clearly lost in time. https://t.co/uwljAvDEpo,1559917,"[""@475635 Uh, oh! I'm sorry your parcel is late, Jenna! Who is the courier listed for this order, here: https://t.co/PyACxvY8Qo ^LB""]",1,52,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
486771,230825,Fri Dec 01 15:38:29 +0000 2017,"@AmazonHelp Website listed an item with prime eligibility 2 day shipping. Ordered last Friday. Still in the process of being shipped to local carrier. Your estimated delivery date NOW states that it wont show up until Dec 5th. If that was the case, should not have been listed as prime item.",486771,"['@230825 Is the delivery date shown in your confirmation e-mail missed? Two-Day Shipping refers to the transit time in business days, once the item ships. You can find more info on this here: https://t.co/ZHOfj6kzrM ^VS']",1,273,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
446760,220837,Thu Nov 30 19:33:53 +0000 2017,@AmazonHelp I have Prime so I was supposed to receive my package yesterday and I kept tracking and nothing has changed up to now when I go online to try and track it it says they are unable to locate it.,446760,"[""@220837 We aren't able to view your account details on Twitter, but would still like to investigate this for you. When you have a moment, please reach us via phone or chat here: https://t.co/EKXRLsnxJu ^JS""]",1,190,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
628266,268816,Mon Oct 23 11:40:27 +0000 2017,@115821 if I’m paying for one day shipping why is estimated delivery not for three days?,628266,"['@268816 Hey, was the parcel sold by Amazon directly or one of our Marketplace sellers? ^RS']",1,79,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
476878,228331,Fri Dec 01 14:20:09 +0000 2017,@AmazonHelp Delay in delivery due to external factors. Tracking ID Q22656029123. When can I expect it? It is available on prime,476878,"['@228331 Unfortunately, we do not have access to orders or accounts via Twitter. However, we would love to take a look into this in real-time with you. When you get a moment, please get in touch here:  https://t.co/JzP7hlA23B. ^DY']",1,112,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
2694939,757356,Sun Nov 19 17:53:18 +0000 2017,@AmazonHelp ordered an item of amazon.. due 6 days ago still no package? Is there anything you can do to track or help issue a refund? #help #amazonhelp,2694939,"[""@757356 I'm sorry you haven't received your order. We'd like to check on the status and see what options are available. Contact us by phone or chat: https://t.co/JzP7hlA23B ^MG""]",1,134,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
929221,340465,Sat Oct 21 17:52:59 +0000 2017,@AmazonHelp Very lame excuse of blaming it on time lag or late updation. Are you saying AMAZON does not have systems to track this? Can't believe.,929221,"[""@340465 I'll be sure to forwarded your comment as feedback with the concerned team internally. ^HA""]",1,131,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
2220081,499588,Fri Nov 10 12:57:11 +0000 2017,@AmazonHelp Can I get an update on my package: Tracking#: Q13033488773,2220081,"[""@499588 Thanks for reaching out, Ben. While we unfortunately can't access your account information through this platform, you can view your latest order and tracking status anytime by clicking here: https://t.co/aaDyEz1VgE ^TH""]",1,55,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
205263,164628,Sat Nov 25 02:20:44 +0000 2017,@AmazonHelp On the 18th of Nov. I ordered a fan the carrier is AMZL US the original date was to be the 22nd they never came &amp; placed a delivery attempt then the order status says that it will be here today by 8pm it’s 9:20pm for me &amp; they never came &amp; said that a problem occurred,205263,"[""@164628 Thank you for clarifying for us. We're unable to access your account here on Twitter. Have you been able to reach us for more information and your available options here: https://t.co/hApLpMlfHN? ^DW""]",1,261,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
197741,162506,Sat Sep 30 18:12:29 +0000 2017,"@AmazonHelp this link not found my order status 
Please help me for this order.",197741,"[""@162506 That's fine, you can skip the reason and proceed with the call back request. ^HA""]",1,65,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
268163,179936,Fri Oct 06 00:31:21 +0000 2017,@136314 I bought the Love Rosie soundtrack in June 2015 but it's no longer available so I can't listen to it? @115830 @AmazonHelp https://t.co/Y5SFth7bng,268163,"[""@179936 That doesn't sound right! When you have a chance, please phone us here https://t.co/JzP7hlA23B for some troubleshooting.^LB""]",1,100,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
2923465,809012,Wed Nov 29 02:44:05 +0000 2017,@AmazonHelp The first order was to be delivered yesterday by one of those personal drivers and now it won’t be here it looks like until maybe Thursday. And it’s only a half hour from here according to tracking. The other two might get here Thursday. When it said to be delivered today.,2923465,"['@809012 Thanks for confirming with us, Robyn. Did you receive an e-mail regarding any sort of delay? What does the current tracking indicate for your order? You can find this information here: https://t.co/Y5jpI9gRhE. ^VB']",1,269,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
134858,146399,Fri Nov 24 09:02:42 +0000 2017,@AmazonHelp Why should I be the one chasing this parcel anyway? You as a company promised this parcel yesterday. According to the tracking info it was attempted yesterday but I was home all day waiting for it.,134858,"[""@146399 We don't have access to your Account via Twitter so we are unable to check for you. If you click the link provided above you be able to see the carrier info on the order. ^MI""]",1,194,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
1410739,447892,Thu Nov 02 00:43:03 +0000 2017,"Hey @115821 &amp; @AmazonHelp: your new ""tracking"" system is horribly retrograde &amp; claiming you delivered an item when you did not. Wassup????",1410739,"[""@447892 We'd like to assist! When you look at your order details, which carrier are you seeing: https://t.co/Y5jpI9gRhE? ^HS""]",1,106,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
391639,208734,Mon Oct 09 18:33:53 +0000 2017,"@AmazonHelp Amazons tracker is now saying there was an attempted delivery but I’ve been in all day, it’s still saying arriving today. Is that correct?",391639,"[""@208734 Unfortunately we can't see your account info on Twitter! To confirm please call or chat here:  https://t.co/Q7Ftz6nj80 ^JD""]",1,135,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
1002197,357233,Sun Oct 22 14:49:38 +0000 2017,@115821 where is my package? Last time you deliver to my neighbors and this time it's no where. :'(,1002197,"[""@357233 Terribly sorry for the frustration, Ahsan! What's the updated tracking information state here: https://t.co/Y5jpI9gRhE""]",1,85,SHIPPING_TRACKING,SHIPPING_TRACKING,,,ai_annotated_rule_based
717639,291836,Wed Oct 11 00:49:07 +0000 2017,@115830 #canary have completely changed their product that I purchased. Its no longer the device that was advertised. Can I get a refund?,717639,"[""@291836 I'm sorry to hear this! You can look into available options here: https://t.co/2XJDvk5g6R I hope this helps! ^KJ""]",1,125,REFUND,REFUND,,,ai_annotated_rule_based
494119,232820,Fri Dec 01 17:10:38 +0000 2017,"When @115830 Have not refunded me for an Item since 11th Nov, Each time i phone (3times) i get we will call you back total waste of time https://t.co/LHXCuBm8TG",494119,"[""@232820 I'm sorry this has been a hassle for your; we're here to help! Was this a refund for an item sold and fulfilled by Amazon or by a third-party seller? You can review this within your order details here: https://t.co/aaDyEz1VgE ^WM""]",1,125,REFUND,REFUND,,,ai_annotated_rule_based
2777490,775984,Tue Nov 21 16:11:51 +0000 2017,"@AmazonHelp For there request the refund but the date has not been made, I need real help.",2777490,"['@775984 Okay, can you let us know which of our websites you placed the order on (https://t.co/g06tK1LHXT  / https://t.co/JI6LgigKEC  / https://t.co/AcPnPQZZ9N )? Once we have that info we can better assist you. Please let us know! ^SM']",1,76,REFUND,REFUND,,,ai_annotated_rule_based
313861,190940,Sat Oct 07 05:59:02 +0000 2017,@AmazonHelp I can’t return it because the item wasn’t delivered like it said it was...,313861,['@190940 Please contact here for help:  https://t.co/hApLpMlfHN ^AT'],1,71,REFUND,REFUND,,,ai_annotated_rule_based
1565005,483176,Sat Nov 04 14:12:31 +0000 2017,"@115850 
How long will it take for my refund.
Always appreciated your service but this time its not satisfying.",1565005,"[""@483176 That's quite a remark, Akshay. May I know when the order or the product was returned? ^NK""]",1,100,REFUND,REFUND,,,ai_annotated_rule_based
718333,220245,Sat Nov 25 13:19:24 +0000 2017,@AmazonHelp No u don't get my concern. Please take my product n refund my money back. It's my hard earned money ya.. U all can't scam me to it,718333,['@220245 I understand your disappointment. Request you to respond to the latest correspondence from our team for further assistance. Appreciate your understanding. ^GD'],1,126,REFUND,REFUND,,,ai_annotated_rule_based
1736763,512749,Tue Nov 07 09:17:03 +0000 2017,"@AmazonHelp I didn't request a refund either, I just want the game!",1736763,['@512749 Can you contact us here: https://t.co/JzP7hlA23B? ^MC'],1,53,REFUND,REFUND,,,ai_annotated_rule_based
542118,245815,Sat Dec 02 16:31:06 +0000 2017,"@AmazonHelp Yeah, but I cannot get a refund now so it does me no good.",542118,"[""@245815 We'd like to review your available options. When you have the time, please contact us here: https://t.co/hApLpMlfHN ^RA""]",1,56,REFUND,REFUND,,,ai_annotated_rule_based
181192,158546,Sat Nov 25 01:44:23 +0000 2017,ayyyeee @115821 so y’all gone refund me my shipping cost my package wasn’t here on the day i paid for ?,181192,"[""@158546 I'm very sorry for the delay! Please reach out to us via phone or chat so we may look over available options with you: https://t.co/EBdBpHvP8f ^HS""]",1,93,REFUND,REFUND,,,ai_annotated_rule_based
2845463,791477,Mon Nov 27 17:54:46 +0000 2017,Friend ordered Moto G5s Plus online worth 16k. Received perfume worth 270/-. Yet after complaining no refund or replacement and CSRs response was harsh. Great service @115850. Hope you keep the same up and lose trust. #Amazon,2845463,"[""@791477 Sorry to know your experience about receiving a different product. Please ask the concerned account holders to reach us from here: https://t.co/rS49hgaADF we'll look into this and assist you. ^SV""]",1,209,REFUND,REFUND,,,ai_annotated_rule_based
1104610,203003,Tue Oct 24 01:17:57 +0000 2017,@AmazonHelp Will I be able to get a refund and will I have to pay to send back the one I got?,1104610,"['@203003 With third-party sellers, the seller would be in the best position to offer insight on their own specific returns policy. ^WT']",1,80,REFUND,REFUND,,,ai_annotated_rule_based
2938269,812178,Wed Nov 29 12:31:49 +0000 2017,"@AmazonHelp I’ve just messaged them now. I videoed me opening the parcel, will anyone need it? Really hope I get refunded!",2938269,['@812178 Please keep us updated! ^MW'],1,106,REFUND,REFUND,,,ai_annotated_rule_based
162182,153437,Fri Nov 24 18:23:10 +0000 2017,@115821 My order says it was delivered to the mailroom but we don’t have a mailroom.  How can I go about getting a refund.  Never had this issue with Amazon drivers before.,162182,"[""@153437 I'm sorry to hear we've miss-delivered your order, Meghan! Here's some additional steps that should help recover it: https://t.co/BXIxoVPcZk. Will you also confirm the carrier listed? ^CS""]",1,159,REFUND,REFUND,,,ai_annotated_rule_based
